AÑO,MES,implementado,consulta externa,cred,discapacidad,inmunizacion,programacion,refcon,ventanilla unica,wawared,DIRESA
2021,4,5,5,5,11,12,6,70,5,5,MADRE DE DIOS
2019,12,97,73,80,29,94,103,103,103,96,LIMA NORTE
2020,8,10,2,10,8,16,10,46,10,44,CALLAO
2021,11,57,55,165,214,425,68,100,64,72,PIURA
2021,9,10,10,12,8,16,15,32,11,12,TACNA
2020,12,53,54,140,196,425,65,82,60,67,PIURA
2018,10,0,0,0,21,17,0,113,0,11,LIMA
2021,1,48,45,56,70,78,53,87,48,50,AYACUCHO
2019,8,32,29,33,22,40,32,53,32,59,JUNIN
2019,8,40,6,92,17,120,42,52,41,65,ICA
2018,8,0,0,0,75,20,0,0,0,8,CUSCO
2018,7,0,0,0,29,12,0,0,0,11,AMAZONAS
2020,12,41,41,47,102,48,42,259,42,102,HUANUCO
2019,12,27,27,50,97,232,29,343,27,101,APURIMAC
2020,9,14,17,29,37,30,26,15,20,20,LORETO
2018,8,0,0,0,3,7,0,0,0,39,CALLAO
2021,2,5,5,5,11,12,6,69,5,5,MADRE DE DIOS
2019,11,47,18,103,179,424,55,70,53,50,PIURA
2019,10,93,12,47,23,89,100,98,99,96,LIMA NORTE
2018,1,0,0,0,11,15,0,108,0,10,LIMA
2021,4,10,2,10,11,16,10,46,10,44,CALLAO
2020,7,53,53,126,192,425,61,80,59,64,PIURA
2021,10,101,81,87,41,94,108,106,105,98,LIMA NORTE
2019,2,0,0,0,4,4,0,69,0,1,MADRE DE DIOS
2021,5,13,14,35,9,54,14,27,15,22,MOQUEGUA
2021,8,15,13,18,46,22,21,36,19,16,UCAYALI
2021,3,68,63,126,33,191,80,256,71,121,AREQUIPA
2018,3,0,0,1,3,6,0,12,0,2,TACNA
2022,1,69,63,141,40,199,80,257,72,132,AREQUIPA
2018,4,0,0,1,10,57,0,1,0,26,ICA
2018,4,0,0,0,11,25,0,17,0,21,JUNIN
2018,1,0,0,0,0,42,0,72,0,70,LIMA ESTE
2021,8,29,28,36,70,139,33,169,29,32,LAMBAYEQUE
2019,10,34,2,38,62,43,38,64,38,4,HUANCAVELICA
2020,12,77,62,75,32,103,90,130,78,117,LIMA SUR
2021,4,10,10,12,7,16,15,29,11,12,TACNA
2020,3,70,47,46,7,67,78,77,76,72,LIMA ESTE
2019,10,20,15,20,64,89,20,131,20,26,LAMBAYEQUE
2021,8,39,27,38,79,52,43,167,43,27,HUANCAVELICA
2020,9,13,14,29,9,51,14,25,15,22,MOQUEGUA
2018,8,4,8,5,12,30,23,4,19,63,LIMA CENTRO
2020,4,14,13,12,38,22,17,25,16,13,UCAYALI
2020,5,37,34,79,113,293,44,401,38,117,PUNO
2021,9,72,48,46,9,73,81,80,80,74,LIMA ESTE
2020,2,37,27,38,67,44,38,107,38,27,HUANCAVELICA
2021,7,53,43,73,101,78,53,274,53,55,LA LIBERTAD
2019,8,3,1,3,6,7,3,69,3,2,MADRE DE DIOS
2020,10,37,34,80,116,294,44,402,38,120,PUNO
2020,10,53,54,135,195,425,65,80,60,67,PIURA
2018,12,1,1,0,21,17,1,116,1,11,LIMA
2021,9,10,3,10,17,17,10,46,10,44,CALLAO
2018,5,0,0,0,59,106,0,103,0,20,APURIMAC
2021,5,41,41,48,104,48,42,264,42,103,HUANUCO
2019,1,0,1,1,93,23,0,8,1,10,CUSCO
2018,1,0,0,0,27,94,0,158,0,2,PUNO
2019,1,1,1,4,22,204,3,1,3,24,PASCO
2018,8,16,0,0,10,77,37,33,22,93,LIMA NORTE
2020,3,66,56,70,31,95,78,126,67,116,LIMA SUR
2019,6,70,15,4,4,52,73,73,71,72,LIMA ESTE
2018,2,3,3,3,6,22,3,3,3,61,LIMA CENTRO
2021,6,39,35,82,125,295,45,411,39,121,PUNO
2020,4,37,34,56,186,118,38,394,37,38,ANCASH
2019,3,0,0,2,54,82,0,111,0,6,LAMBAYEQUE
2021,1,38,27,38,68,50,43,122,43,27,HUANCAVELICA
2020,10,71,47,46,8,73,78,78,76,72,LIMA ESTE
2020,9,14,13,13,38,22,18,25,16,14,UCAYALI
2020,4,13,14,24,9,38,14,25,15,22,MOQUEGUA
2020,2,42,40,107,29,184,46,253,43,106,AREQUIPA
2018,8,0,0,0,55,17,0,1,0,0,HUANCAVELICA
2020,10,29,27,35,67,131,33,162,29,32,LAMBAYEQUE
2018,7,0,0,0,3,7,0,0,0,39,CALLAO
2021,2,12,12,28,60,30,16,157,13,21,LIMA
2019,3,70,12,3,2,52,73,73,71,72,LIMA ESTE
2019,4,3,5,12,144,415,20,3,20,20,PIURA
2021,10,49,48,50,32,54,56,66,50,64,LIMA CENTRO
2019,12,7,7,7,17,11,40,7,9,8,TUMBES
2020,5,12,12,28,47,29,14,147,13,20,LIMA
2018,3,0,0,0,61,361,0,0,0,3,PIURA
2021,7,48,52,49,39,64,59,210,56,298,JUNIN
2021,7,47,46,118,26,135,52,94,52,81,ICA
2021,12,29,28,43,71,145,33,172,29,33,LAMBAYEQUE
2018,12,0,0,0,56,119,0,230,0,29,PUNO
2018,5,0,0,0,1,47,0,72,0,71,LIMA ESTE
2021,4,55,54,153,198,425,67,84,60,70,PIURA
2019,2,1,1,1,21,17,1,120,1,11,LIMA
2020,12,29,27,35,69,135,33,162,29,32,LAMBAYEQUE
2019,5,70,12,4,3,52,73,73,71,72,LIMA ESTE
2020,7,10,2,10,8,16,10,46,10,44,CALLAO
2019,11,10,1,10,5,11,10,40,10,44,CALLAO
2022,1,37,34,66,222,124,39,396,37,42,ANCASH
2018,8,0,0,0,85,376,0,0,0,6,PIURA
2018,9,1,2,2,90,33,1,1,3,14,CAJAMARCA
2020,12,37,34,60,197,123,38,394,37,40,ANCASH
2021,12,78,62,80,36,105,91,132,78,117,LIMA SUR
2019,11,36,2,38,66,44,38,69,38,11,HUANCAVELICA
2021,9,29,28,42,70,140,33,169,29,32,LAMBAYEQUE
2020,11,47,52,48,32,64,59,174,56,295,JUNIN
2020,11,47,46,111,21,134,52,84,51,78,ICA
2018,2,0,0,0,16,34,0,0,0,0,AYACUCHO
2018,12,2,1,1,50,9,7,26,7,1,SAN MARTIN
2020,10,10,10,12,6,15,15,27,10,12,TACNA
2020,7,37,34,56,186,121,38,394,37,38,ANCASH
2021,2,39,35,82,122,294,45,403,39,121,PUNO
2019,2,3,1,5,22,236,3,27,3,28,PASCO
2019,10,14,7,11,136,43,17,24,18,28,CAJAMARCA
2018,3,0,0,0,8,3,0,0,0,0,TUMBES
2018,6,0,0,0,43,67,0,80,0,0,LAMBAYEQUE
2020,4,37,27,38,67,44,38,117,38,27,HUANCAVELICA
2018,5,0,0,0,29,104,0,220,0,15,PUNO
2020,3,12,12,28,46,29,14,147,13,20,LIMA
2019,6,0,0,1,5,8,0,2,0,41,CALLAO
2018,5,0,0,0,73,368,0,0,0,3,PIURA
2020,9,53,53,131,195,425,61,80,59,67,PIURA
2021,10,10,3,10,19,17,10,46,10,44,CALLAO
2021,9,31,28,32,89,45,33,84,33,27,SAN MARTIN
2019,12,37,27,38,66,44,38,84,38,27,HUANCAVELICA
2018,12,26,16,10,21,63,48,108,26,113,LIMA SUR
2018,7,15,0,0,1,48,21,72,22,72,LIMA ESTE
2020,11,68,63,118,30,190,79,256,71,112,AREQUIPA
2019,9,25,4,32,104,280,26,366,26,74,PUNO
2020,5,22,24,27,151,47,23,95,25,30,CAJAMARCA
2020,5,99,79,87,33,94,104,103,104,97,LIMA NORTE
2018,11,0,0,1,115,59,0,377,0,7,ANCASH
2020,2,53,43,68,69,75,53,250,53,54,LA LIBERTAD
2019,10,22,22,22,27,252,22,130,22,58,PASCO
2018,11,0,0,0,8,6,0,0,0,0,TUMBES
2020,8,76,61,75,31,101,90,127,77,117,LIMA SUR
2018,7,0,0,0,12,27,2,17,0,21,JUNIN
2018,7,0,0,1,13,61,0,1,0,36,ICA
2021,3,7,8,13,18,13,40,7,10,8,TUMBES
2020,2,27,27,92,28,252,29,137,27,64,PASCO
2021,12,16,13,21,47,23,21,59,19,16,UCAYALI
2021,1,13,14,34,9,54,14,25,15,22,MOQUEGUA
2021,3,29,28,31,83,45,33,80,33,27,SAN MARTIN
2021,7,69,63,129,37,192,80,257,72,123,AREQUIPA
2021,7,10,3,10,13,17,10,46,10,44,CALLAO
2018,2,0,0,0,11,15,0,108,0,10,LIMA
2019,4,70,12,4,3,52,73,73,71,72,LIMA ESTE
2020,4,53,53,121,191,425,61,80,59,64,PIURA
2020,2,3,3,4,8,10,3,69,3,4,MADRE DE DIOS
2018,10,21,0,0,10,84,74,33,53,94,LIMA NORTE
2020,3,37,34,79,113,292,44,399,38,114,PUNO
2018,3,0,0,0,25,10,0,0,0,10,AMAZONAS
2018,12,0,1,1,92,21,0,8,1,8,CUSCO
2019,8,19,4,22,89,220,20,299,19,76,APURIMAC
2020,6,47,48,50,26,54,55,50,49,64,LIMA CENTRO
2020,8,41,41,46,99,46,42,246,42,102,HUANUCO
2019,11,32,29,34,26,45,33,85,33,198,JUNIN
2021,2,48,45,56,71,79,56,90,48,50,AYACUCHO
2019,11,42,14,96,19,123,44,54,44,70,ICA
2018,11,2,1,1,50,9,7,26,7,1,SAN MARTIN
2018,3,0,0,0,45,52,0,330,0,0,ANCASH
2020,7,5,5,5,8,12,5,69,5,5,MADRE DE DIOS
2019,3,28,20,10,21,67,55,111,28,114,LIMA SUR
2020,1,27,27,74,28,252,28,134,27,64,PASCO
2018,8,0,0,0,16,33,0,2,0,4,LA LIBERTAD
2021,8,56,55,159,208,425,68,90,64,72,PIURA
2020,11,10,2,10,10,16,10,46,10,44,CALLAO
2018,5,0,0,1,3,6,0,12,0,2,TACNA
2022,1,57,55,166,214,425,68,103,64,72,PIURA
2018,8,0,0,0,97,56,0,373,0,2,ANCASH
2021,7,22,24,29,174,53,23,250,25,31,CAJAMARCA
2021,9,25,27,28,62,30,29,41,27,31,AMAZONAS
2019,2,15,15,18,45,34,16,211,16,39,HUANUCO
2021,10,39,27,38,81,53,43,174,43,27,HUANCAVELICA
2019,8,20,15,20,61,87,20,122,20,23,LAMBAYEQUE
2020,2,32,32,62,99,233,36,351,32,110,APURIMAC
2020,1,70,47,44,7,65,78,77,76,72,LIMA ESTE
2021,6,24,23,26,189,34,25,67,24,26,CUSCO
2019,7,2,3,6,28,18,12,3,8,9,LORETO
2020,12,7,8,12,18,13,40,7,10,8,TUMBES
2020,5,41,41,45,95,46,42,246,42,100,HUANUCO
2018,1,0,0,0,57,18,0,0,0,6,CUSCO
2019,5,4,0,14,81,160,12,177,4,65,APURIMAC
2019,12,14,16,22,34,26,23,15,19,19,LORETO
2020,9,41,41,68,100,266,54,354,41,120,APURIMAC
2019,9,34,34,36,75,44,35,226,35,76,HUANUCO
2020,1,24,24,23,73,37,28,76,26,23,SAN MARTIN
2021,2,24,27,28,53,28,29,36,27,31,AMAZONAS
2018,6,0,0,0,73,371,0,0,0,3,PIURA
2020,8,28,28,30,76,42,31,78,31,27,SAN MARTIN
2019,5,0,0,1,5,8,0,2,0,41,CALLAO
2021,11,23,24,31,194,55,24,348,25,32,CAJAMARCA
2020,10,24,23,26,173,33,24,56,24,26,CUSCO
2018,11,2,2,2,25,10,2,3,2,5,LORETO
2020,5,24,27,28,50,28,29,36,27,29,AMAZONAS
2018,9,0,0,0,46,115,0,227,0,22,PUNO
2020,4,22,24,27,151,46,23,95,25,30,CAJAMARCA
2018,4,0,0,0,10,102,0,223,0,15,AREQUIPA
2018,2,0,0,0,3,16,0,4,0,4,MOQUEGUA
2022,1,48,52,50,67,66,59,256,56,306,JUNIN
2022,1,47,46,129,31,138,53,106,52,83,ICA
2021,12,15,17,32,49,32,26,20,20,23,LORETO
2021,9,41,42,50,111,48,43,271,43,103,HUANUCO
2020,7,28,28,30,76,42,31,78,31,27,SAN MARTIN
2019,2,0,0,0,37,16,0,0,0,13,AMAZONAS
2018,9,0,0,0,64,117,0,122,0,24,APURIMAC
2019,8,7,5,9,6,13,8,23,7,10,TACNA
2021,5,29,27,104,36,252,32,177,29,107,PASCO
2020,4,7,8,9,17,13,40,7,10,8,TUMBES
2018,7,0,0,0,46,8,0,26,0,0,SAN MARTIN
2018,7,7,6,2,17,55,16,107,8,112,LIMA SUR
2020,8,47,46,109,20,132,49,81,48,77,ICA
2020,8,47,52,48,31,62,57,165,56,291,JUNIN
2018,1,0,0,0,15,34,0,0,0,0,AYACUCHO
2022,1,23,24,32,201,55,24,372,25,34,CAJAMARCA
2020,2,25,24,23,75,37,28,76,27,26,SAN MARTIN
2019,3,0,0,0,20,20,2,0,1,1,UCAYALI
2019,8,22,5,11,27,176,30,249,22,90,AREQUIPA
2019,12,53,43,52,65,64,53,225,53,54,LA LIBERTAD
2019,8,0,0,1,5,8,0,2,0,43,CALLAO
2018,11,0,2,1,117,385,10,0,8,10,PIURA
2019,11,96,12,62,25,94,103,100,102,96,LIMA NORTE
2021,3,5,5,5,11,12,6,69,5,5,MADRE DE DIOS
2019,1,1,4,2,100,34,4,1,5,18,CAJAMARCA
2018,12,3,2,0,14,27,6,17,4,30,JUNIN
2020,5,48,45,54,40,74,52,71,48,50,AYACUCHO
2018,12,1,0,1,16,80,17,1,16,47,ICA
2018,1,0,0,0,70,25,0,0,0,13,CAJAMARCA
2020,3,24,23,26,165,30,24,51,24,26,CUSCO
2018,2,0,0,0,20,5,0,0,0,5,LORETO
2020,12,24,27,28,52,28,29,36,27,31,AMAZONAS
2021,7,41,41,76,109,274,54,367,41,140,APURIMAC
2022,1,10,10,12,8,16,15,36,11,12,TACNA
2018,7,0,0,3,36,32,0,200,0,20,HUANUCO
2021,4,48,52,48,35,64,59,196,56,297,JUNIN
2021,4,47,46,113,24,135,52,92,52,79,ICA
2021,11,48,52,50,62,66,59,238,56,306,JUNIN
2019,2,1,1,5,23,42,8,4,5,4,AYACUCHO
2021,11,47,46,128,28,138,52,99,52,83,ICA
2019,5,7,4,6,4,11,8,17,7,7,TACNA
2018,4,0,0,0,1,7,0,0,0,38,CALLAO
2019,7,35,8,53,167,424,45,39,43,33,PIURA
2021,1,12,12,28,60,30,16,157,13,21,LIMA
2020,9,47,48,50,27,54,55,50,49,64,LIMA CENTRO
2019,7,12,9,9,65,19,15,47,15,5,SAN MARTIN
2019,6,22,8,20,152,90,25,384,22,22,ANCASH
2021,5,29,28,32,84,45,33,80,33,27,SAN MARTIN
2019,12,12,13,12,37,22,17,17,14,12,UCAYALI
2019,1,3,1,0,6,21,6,16,5,18,MOQUEGUA
2019,7,22,5,9,26,174,30,247,22,88,AREQUIPA
2018,6,0,0,0,4,4,0,67,0,0,MADRE DE DIOS
2019,9,18,21,20,147,27,22,31,23,17,CUSCO
2021,8,14,17,32,46,32,26,19,20,23,LORETO
2019,6,15,2,18,41,23,23,18,19,19,AMAZONAS
2020,9,53,43,73,75,77,53,260,53,54,LA LIBERTAD
2021,9,69,63,131,38,193,80,257,72,128,AREQUIPA
2019,2,1,4,2,101,34,4,1,5,19,CAJAMARCA
2021,2,14,13,15,40,22,19,28,17,15,UCAYALI
2018,9,0,0,1,4,10,0,12,0,3,TACNA
2018,10,7,7,4,38,32,8,206,7,21,HUANUCO
2020,1,24,24,25,50,24,24,36,24,27,AMAZONAS
2021,10,41,41,82,114,276,54,368,41,159,APURIMAC
2018,6,0,0,0,60,108,0,103,0,22,APURIMAC
2021,3,14,17,32,44,32,26,15,20,23,LORETO
2021,6,41,41,48,104,48,42,266,42,103,HUANUCO
2019,2,0,1,1,95,23,0,8,1,10,CUSCO
2021,12,49,46,59,138,81,57,121,50,50,AYACUCHO
2020,10,22,24,28,155,48,23,99,25,30,CAJAMARCA
2019,5,34,4,76,17,113,42,47,35,63,ICA
2019,5,10,7,25,15,34,21,30,16,47,JUNIN
2020,1,36,37,42,89,46,38,240,37,97,HUANUCO
2019,12,45,48,48,24,53,49,47,48,64,LIMA CENTRO
2020,4,14,17,28,34,29,26,15,20,20,LORETO
2019,1,0,0,0,71,128,0,135,0,48,APURIMAC
2018,5,0,0,0,68,19,0,0,0,7,CUSCO
2018,10,0,0,0,33,14,0,0,0,12,AMAZONAS
2018,3,3,3,3,6,24,3,3,3,62,LIMA CENTRO
2020,6,37,34,79,113,293,44,401,38,118,PUNO
2018,12,0,0,0,4,4,0,68,0,1,MADRE DE DIOS
2022,1,10,3,10,29,17,10,46,10,44,CALLAO
2019,11,30,13,37,181,95,32,389,30,35,ANCASH
2020,3,53,43,73,70,76,53,256,53,54,LA LIBERTAD
2020,4,99,79,87,33,94,104,103,104,97,LIMA NORTE
2019,3,2,2,3,26,18,2,3,2,7,LORETO
2019,6,33,33,34,68,42,34,224,34,65,HUANUCO
2021,2,24,23,26,181,34,24,62,24,26,CUSCO
2020,6,41,41,67,100,260,54,354,41,115,APURIMAC
2021,7,10,10,12,7,16,15,29,11,12,TACNA
2022,1,41,41,83,117,278,54,370,41,162,APURIMAC
2019,9,8,12,14,21,45,47,8,41,64,LIMA CENTRO
2018,1,0,0,1,3,6,0,11,0,1,TACNA
2018,5,0,2,2,87,28,1,0,3,14,CAJAMARCA
2018,8,0,0,0,13,116,0,227,0,21,AREQUIPA
2018,3,0,0,0,14,13,0,0,0,0,UCAYALI
2019,6,6,11,9,18,41,47,6,39,63,LIMA CENTRO
2018,7,0,0,0,91,56,0,372,0,1,ANCASH
2019,7,33,33,35,69,42,34,224,34,66,HUANUCO
2020,7,41,41,67,100,261,54,354,41,116,APURIMAC
2021,12,25,27,28,67,31,29,41,27,31,AMAZONAS
2019,2,2,2,3,25,14,2,3,2,6,LORETO
2021,3,24,23,26,181,34,25,63,24,26,CUSCO
2020,3,47,45,105,20,129,49,81,48,75,ICA
2021,6,49,48,50,29,54,56,64,50,64,LIMA CENTRO
2020,3,47,52,48,31,59,57,128,56,275,JUNIN
2018,10,0,1,1,21,40,7,0,5,0,AYACUCHO
2020,7,37,34,79,115,293,44,401,38,118,PUNO
2018,3,0,0,0,31,6,0,24,0,0,SAN MARTIN
2019,3,5,11,8,16,40,46,5,36,63,LIMA CENTRO
2021,8,12,12,28,65,31,23,160,14,21,LIMA
2019,4,25,2,62,17,111,39,32,32,61,ICA
2019,4,4,2,1,14,34,6,28,4,43,JUNIN
2021,10,10,10,12,8,16,15,34,11,12,TACNA
2018,1,0,0,0,50,16,0,1,0,0,HUANCAVELICA
2018,11,10,9,7,38,32,10,206,10,25,HUANUCO
2021,11,41,41,82,115,277,54,369,41,160,APURIMAC
2020,3,29,27,34,64,108,33,162,29,32,LAMBAYEQUE
2019,10,70,16,11,7,53,76,73,74,72,LIMA ESTE
2021,9,37,34,65,216,124,39,396,37,42,ANCASH
2021,3,14,13,16,40,22,19,28,17,16,UCAYALI
2021,8,69,63,129,37,192,80,257,72,127,AREQUIPA
2021,12,7,8,13,22,13,40,7,10,8,TUMBES
2021,12,50,48,50,32,54,58,67,51,64,LIMA CENTRO
2021,5,49,48,50,29,54,56,64,50,64,LIMA CENTRO
2019,6,21,3,5,25,173,27,247,21,85,AREQUIPA
2019,8,12,9,9,68,23,15,53,15,5,SAN MARTIN
2020,6,10,10,12,6,15,11,26,10,12,TACNA
2020,9,29,28,30,76,42,32,78,32,27,SAN MARTIN
2018,5,0,0,0,2,7,0,0,0,39,CALLAO
2019,6,29,8,45,158,417,43,32,40,31,PIURA
2018,4,3,4,3,6,26,4,3,4,62,LIMA CENTRO
2019,6,19,2,21,89,272,22,318,20,57,PUNO
2019,3,1,2,6,23,45,8,6,5,6,AYACUCHO
2021,10,48,52,50,50,65,59,231,56,306,JUNIN
2021,10,47,46,128,27,138,52,95,52,83,ICA
2021,8,39,35,82,130,295,45,425,39,122,PUNO
2020,2,22,23,24,165,29,22,51,23,26,CUSCO
2021,6,41,41,76,108,274,54,366,41,137,APURIMAC
2018,3,0,1,1,20,6,2,0,2,5,LORETO
2018,6,0,0,3,35,32,0,195,0,18,HUANUCO
2019,2,0,0,1,53,82,0,109,0,5,LAMBAYEQUE
2020,11,71,47,46,8,73,78,78,76,72,LIMA ESTE
2021,4,37,34,65,200,124,39,394,37,42,ANCASH
2019,9,0,0,1,5,8,0,4,0,43,CALLAO
2020,12,12,12,28,57,30,16,155,13,21,LIMA
2018,10,0,0,0,109,382,0,0,0,6,PIURA
2019,2,0,0,0,8,8,0,0,0,2,TUMBES
2018,3,0,0,1,18,117,0,0,0,0,PASCO
2021,1,77,62,76,32,103,90,130,78,117,LIMA SUR
2020,2,46,48,49,26,53,49,50,48,64,LIMA CENTRO
2020,12,14,13,13,40,22,19,28,16,14,UCAYALI
2020,1,12,13,24,9,33,14,24,14,22,MOQUEGUA
2020,7,67,63,111,29,189,79,255,71,111,AREQUIPA
2021,2,29,28,31,83,45,33,79,33,27,SAN MARTIN
2018,7,4,7,5,10,27,13,4,11,63,LIMA CENTRO
2020,5,7,8,9,17,13,40,7,10,8,TUMBES
2018,6,5,3,1,15,54,5,106,6,111,LIMA SUR
2021,4,29,27,102,35,252,32,171,29,103,PASCO
2021,1,22,24,28,160,50,23,171,25,31,CAJAMARCA
2020,8,37,34,57,186,122,38,394,37,38,ANCASH
2020,7,47,48,50,26,54,55,50,49,64,LIMA CENTRO
2019,3,0,0,0,37,19,0,0,0,14,AMAZONAS
2018,8,0,0,0,64,116,0,109,0,24,APURIMAC
2019,12,22,23,22,163,28,22,43,23,25,CUSCO
2021,8,41,41,50,110,48,42,271,42,103,HUANUCO
2019,6,7,2,8,26,19,7,131,7,12,LIMA
2020,3,10,2,10,8,15,10,46,10,44,CALLAO
